endTime,artistName,trackName,msPlayed 
2021-03-25 12:13,Loredana Bertè,J'adore Venise,256141
2021-03-25 12:17,Bandolero,Paris Latino - Original Version 1983,241595
2021-03-25 12:19,Frank Glazer,Sonatine bureaucratique,97852
2021-03-25 12:22,Loredana Bertè,J'adore Venise,198050
2021-03-25 12:32,Bandolero,Paris Latino - Original Version 1983,44635
2021-03-25 12:33,BTS,Lights,24632
2021-03-25 12:37,BTS,FAKE LOVE,242095
2021-03-25 12:37,BTS,Euphoria,11381
2021-03-25 12:41,BTS,Pied Piper,245447
2021-03-25 12:42,BTS,Burning Up (Fire),38991
2021-03-25 12:46,BTS,Autumn Leaves,267024
2021-03-25 12:50,Younha,WINTER FLOWER(Feat.RM),221111
2021-03-25 12:54,j-hope,Hope World,204818
2021-03-26 07:07,j-hope,Airplane,36
2021-03-26 07:12,IU,LILAC,214128
2021-03-26 07:16,IU,Flu,188284
2021-03-26 07:19,IU,Coin,192894
2021-03-26 07:24,IU,Hi spring Bye,324075
2021-03-26 07:28,IU,Celebrity,195349
2021-03-26 07:31,IU,Troll (Feat. DEAN),189653
2021-03-26 07:33,IU,Empty Cup,139573
2021-03-26 07:39,IU,My sea,316357
2021-03-26 07:42,IU,Ah puh,199872
2021-03-26 07:46,IU,Epilogue,229499
2021-03-26 09:37,The Black Skirts,SOMEDAY,244800
2021-03-26 09:37,SHY,You're My Highlight,1355
2021-03-26 09:42,The Black Skirts,EVERYTHING,292886
2021-03-26 09:47,The Black Skirts,Who Do You Love,270810
2021-03-26 09:52,The Black Skirts,Hollywood,329514
2021-03-26 09:58,The Black Skirts,Till The End of Time,269009
2021-03-26 10:02,BTS,Stigma,215957
2021-03-26 10:05,IU,Celebrity,195307
2021-03-26 10:09,Gummy,Because I Love You,215461
2021-03-26 10:12,Roy Kim,Pinocchio,213125
2021-03-26 10:16,DAVICHI,8282,219065
2021-03-26 10:19,JONGHYUN,Moon,163984
2021-03-26 10:31,BTS World,Shine (Yunki Theme) [BTS World Original Soundtrack],76288
2021-03-26 10:33,JONGHYUN,Moon,164017
2021-03-26 10:37,BTS World,Shine (Yunki Theme) [BTS World Original Soundtrack],232246
2021-03-26 10:41,Gummy,Remember me,228475
2021-03-26 10:45,Kim Feel,One Day,203515
2021-03-26 10:48,Alice Kristiansen,Moon and Back,183886
2021-03-26 10:51,V,Sweet Night,213979
2021-03-26 10:56,BTS,Blue & Grey,254822
2021-03-26 11:00,Gabrielle Aplin,Start of Time,239781
2021-03-26 11:04,BTS,Inner Child,233121
2021-03-26 11:07,V,Sweet Night,214208
2021-03-26 11:12,BTS,Blue & Grey,254800
2021-03-26 11:17,Secret Nation,Oceans Apart,1873
2021-03-26 11:21,BTS,Blue & Grey,254912
2021-03-26 11:25,V,Sweet Night,214038
2021-03-26 11:28,Alice Kristiansen,Moon and Back,183873
2021-03-26 11:32,BTS,Inner Child,233168
2021-03-26 11:36,BTS,Blue & Grey,254939
2021-03-26 11:41,Before You Exit,Clouds,271808
2021-03-26 11:44,BTS,Intro: Singularity,196944
2021-03-26 11:49,Harry Styles,Falling,239954
2021-03-26 11:53,BTS,Blue & Grey,254933
2021-03-26 11:57,BTS,Stigma,216027
2021-03-26 12:00,New Empire,A Little Braver,206731
2021-03-26 15:09,JANNABI,November Rain,258000
2021-03-26 15:14,SG Lewis,Feed The Fire (feat. Lucky Daye),39535
2021-03-26 15:14,Yerin Baek,Popo (How deep is our love?),271210
2021-03-26 15:18,keshi,2 soon,206511
2021-03-26 15:22,Shin Hae Gyeong,Dreaming of You (feat. Kim Sawol),286347
2021-03-26 15:26,keshi,right here,195093
2021-03-26 15:31,RINI,My Favourite Clothes,236636
2021-03-27 00:28,BTS,Blue & Grey,16517
2021-03-27 00:30,Palinda Udawela Arachchi,Yalith Dakinakal,37291
2021-03-27 00:33,Kanchana Anuradhi,Udurawee,199542
2021-03-27 00:37,Bathiya & Santhush,Roo Sara,209835
2021-03-27 00:41,Dhanith Sri,Digasiye,282726
2021-03-27 00:45,Ridma Weerawardena,Soya Awa,234016
2021-03-27 00:50,AchiyaLK,Ananthayata Yana Paara Dige,264757
2021-03-27 00:51,Evill D Zayge,Oya Langin (Nethu Nonida Ra),43584
2021-03-27 00:53,Stereomiinds,Nile Nadee,118736
2021-03-27 00:53,Shehara Sandaruwan,Sarada Machan,21654
2021-03-27 00:57,SANUKA,Awasan Satana,226960
2021-03-28 03:58,Pasan Liyanage,Kaamashi,299
2021-03-28 08:10,BTS,Blue & Grey,254710
2021-03-28 08:13,V,Sweet Night,214192
2021-03-28 08:17,BTS,Inner Child,233019
2021-03-28 08:21,Adele,Send My Love (To Your New Lover),223088
2021-03-28 08:25,BTS,Blue & Grey,254940
2021-03-28 08:28,Lorde,Royals,147707
2021-03-28 10:24,BTS,Intro: Singularity,196798
2021-03-28 10:49,Sia,Cheap Thrills,211654
2021-03-28 10:53,BTS,Blue & Grey,254831
2021-03-28 10:57,BTS,Stigma,215915
2021-03-28 11:00,BTS,Dynamite,198944
2021-03-28 11:04,OneRepublic,Apologize,207872
2021-03-28 11:08,BTS,Blue & Grey,254892
2021-03-28 11:12,V,Sweet Night,214251
2021-03-28 11:15,Halsey,Without Me,201440
2021-03-28 11:19,BTS,Singularity,196832
2021-03-28 11:23,BTS,Blue & Grey,254699
2021-03-28 11:28,Coldplay,The Scientist,309451
2021-03-28 11:33,Leona Lewis,Bleeding Love,262453
2021-03-28 11:36,BTS,Stigma,215798
2021-03-28 11:41,BTS,Blue & Grey,254931
2021-03-28 15:01,Backstreet Boys,I Want It That Way,29291
2021-03-28 15:06,BTS,Blue & Grey,254711
2021-03-28 15:10,V,Sweet Night,214037
2021-03-28 15:14,BTS,Inner Child,233195
2021-03-28 15:15,Adele,Send My Love (To Your New Lover),72363
2021-03-28 15:19,V,Sweet Night,214252
2021-03-28 15:21,Bazzi,Mine,131040
2021-03-28 15:25,BTS,Intro: Singularity,196982
2021-03-28 15:29,BTS,Blue & Grey,254827
2021-03-29 04:16,RINI,My Favourite Clothes,20363
2021-03-29 04:20,JANNABI,Take My Hand,223981
2021-03-29 04:25,Jordan Rakei,Selfish,296984
2021-03-29 04:29,TAEYEON,All about you,209482
2021-03-29 04:33,Yerin Baek,Popo (How deep is our love?),271210
2021-03-29 04:37,Finding Hope,3:00 AM,201951
2021-03-29 04:40,Tulus,Langit Abu-Abu,202943
2021-03-29 04:44,JANNABI,November Rain,258000
2021-03-29 04:48,TIFFANY,Only One,200097
2021-03-29 04:56,JANNABI,A thought on an autumn night,187000
2021-03-29 05:00,HONNE,by my side,250493
2021-03-29 05:03,RINI,Good Intentions,215250
2021-03-29 05:06,keshi,blue,178600
2021-03-29 05:10,Mind Combined,Can You Understand,210086
2021-03-29 06:03,RINI,My Favourite Clothes,256999
2021-03-29 06:06,keshi,summer,165213
2021-03-29 06:09,Tulus,Langit Abu-Abu,202943
2021-03-29 06:12,Giveon,Heartbreak Anniversary,198370
2021-03-29 06:14,Finding Hope,3:00 AM,95242
2021-03-29 06:18,Taylor Swift,champagne problems,243996
2021-03-29 06:21,FINNEAS,What They'll Say About Us,187601
2021-03-29 06:26,Coldplay,Paradise,278719
2021-03-29 06:31,Lauv,Modern Loneliness,252337
2021-03-29 06:34,John Mayer,You're Gonna Live Forever in Me,190013
2021-03-29 06:38,Sam Tinnesz,Hold on for Your Life (Acoustic),234878
2021-03-29 06:41,Etham,Purpose - Stripped,196395
2021-03-29 06:45,One Direction,Little Things,219040
2021-03-29 06:48,Backstreet Boys,I Want It That Way,213299
2021-03-29 07:00,Joel Adams,Please Don't Go,126964
2021-03-31 14:41,Fleurie,Chasing All the Stars,48110
2021-03-31 14:45,BTS,Singularity,196998
2021-03-31 14:49,BTS,Blue & Grey,254950
2021-03-31 14:53,BTS,Intro: Singularity,196998
2021-03-31 14:57,November Lights,Talk,239571
2021-03-31 15:00,V,Sweet Night,214258
2021-03-31 15:04,BTS,Inner Child,233265
2021-03-31 15:08,Susie Suh,Here with Me,238971
2021-03-31 15:12,V,Sweet Night,214258
2021-03-31 15:15,BTS,Stigma,216063
2021-03-31 15:17,Secret Nation,Oceans Apart,80243
2021-04-01 02:14,Secret Nation,Oceans Apart,4539
2021-04-01 02:19,Emma Louise,1000 Sundowns,269339
2021-04-01 02:22,V,Sweet Night,214230
2021-04-01 02:26,BTS,Blue & Grey,254742
2021-04-01 02:30,Gabrielle Aplin,Start of Time,239648
2021-04-01 02:34,BTS,Inner Child,233131
2021-04-01 02:38,V,Sweet Night,214193
2021-04-01 02:42,BTS,Blue & Grey,254832
2021-04-01 02:46,Secret Nation,Oceans Apart,206694
2021-04-01 02:49,V,Sweet Night,214032
2021-04-01 02:54,BTS,Blue & Grey,254920
2021-04-01 02:58,BTS,Inner Child,233195
2021-04-01 03:01,Joel Adams,Please Don't Go,209884
2021-04-01 03:05,V,Sweet Night,214214
2021-04-01 03:08,V,Sweet Night Instrumental,214075
2021-04-01 03:12,BTS,Intro: Singularity,196896
2021-04-01 03:16,Susie Suh,Here with Me,238496
2021-04-01 03:20,BTS,Blue & Grey,254715
2021-04-01 03:24,BTS,Stigma,216053
2021-04-01 03:27,BTS,Inner Child,233067
2021-04-01 03:32,Cinders,Found,250909
2021-04-01 03:35,V,Sweet Night,214150
2021-04-01 03:40,BTS,Blue & Grey,254848
2021-04-01 03:43,BTS,Inner Child,233083
2021-04-01 03:47,WILDES,Bare,242016
2021-04-01 03:51,V,Sweet Night,214038
2021-04-01 03:54,BTS,Singularity,196625
2021-04-01 03:58,BTS,Stigma,215878
2021-04-01 04:02,Axel Flóvent,Silently,254145
2021-04-01 04:04,Sleeping At Last,Lullaby,118683
2021-04-01 04:08,V,Sweet Night,214080
2021-04-01 04:12,BTS,Blue & Grey,254800
2021-04-01 04:16,BTS,Inner Child,233067
2021-04-01 04:19,Fleurie,Chasing All the Stars,203425
2021-04-01 04:23,BTS,Intro: Singularity,196758
2021-04-01 04:27,BTS,Stigma,215873
2021-04-01 04:30,V,Sweet Night,214229
2021-04-01 04:34,November Lights,Talk,239478
2021-04-01 04:38,BTS,Blue & Grey,254823
2021-04-01 04:42,BTS,Inner Child,233173
2021-04-01 04:46,V,Sweet Night,214219
2021-04-01 04:49,jeremy messersmith,Ghost,166112
2021-04-01 04:49,jeremy messersmith,Purple Hearts,19333
2021-04-01 04:53,jeremy messersmith,Postmodern Girl,219211
2021-04-01 04:56,jeremy messersmith,"A Girl, a Boy, and a Graveyard",187446
2021-04-01 05:01,jeremy messersmith,Ghost,269675
2021-04-01 05:05,jeremy messersmith,Fireflower,244422
2021-04-01 05:07,jeremy messersmith,Everybody Gets a Kitten,119456
2021-04-01 05:09,jeremy messersmith,Sweep Me Off My Feet,168005
2021-04-01 05:12,jeremy messersmith,Everything Is Magical,136928
2021-04-01 05:13,jeremy messersmith,There Is Nowhere We Won't Go,99909
2021-04-01 05:16,jeremy messersmith,Organ Donor,89995
2021-04-01 05:20,BTS,Run,236181
2021-04-01 05:23,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184886
2021-04-01 05:28,Agust D,Dear my friend (feat. Kim Jong Wan of NELL),291819
2021-04-01 05:31,JONGHYUN,Moon,164001
2021-04-01 05:33,EXO,My Lady,154949
2021-04-01 05:37,SS501,애인만들기,195521
2021-04-01 05:40,j-hope,Hope World,204715
2021-04-01 05:43,RM,tokyo,208966
2021-04-01 05:48,SHINee,In My Room,289979
2021-04-01 05:53,PARK WON,Try,263238
2021-04-01 05:57,BTS,Inner Child,233099
2021-04-01 15:26,Agust D,"Interlude_dream, Reality",37
2021-04-01 15:30,BTS,Film out,214603
2021-04-01 15:41,BTS,Film out,214486
2021-04-01 16:00,BTS,Film out,214400
2021-04-01 16:06,BTS,Lights,292550
2021-04-01 16:23,BTS,Film out,214374
2021-04-01 16:27,BTS,Blue & Grey,254944
2021-04-01 16:31,V,Sweet Night,214139
2021-04-01 16:35,BTS,Inner Child,232992
2021-04-01 16:38,BTS,Film out,214395
2021-04-01 16:42,BTS,Intro: Singularity,196923
2021-04-01 16:45,BTS,Stigma,215803
2021-04-01 16:49,V,Sweet Night,214256
2021-04-01 16:53,BTS,Film out,214379
2021-04-01 16:57,BTS,Blue & Grey,254838
2021-04-01 17:00,BTS,Singularity,196912
2021-04-01 17:03,BTS,Stigma,164171
2021-04-02 01:06,BTS,Film out,214534
2021-04-02 01:36,BTS,Film out,161744
2021-04-02 01:40,BTS,Film out,214507
2021-04-02 01:47,BTS,Your eyes tell,245147
2021-04-02 01:51,BTS,Blue & Grey,254720
2021-04-02 01:55,V,Sweet Night,214246
2021-04-02 01:58,BTS,Inner Child,233141
2021-04-02 02:02,BTS,Film out,214608
2021-04-02 02:05,BTS,Intro: Singularity,197003
2021-04-04 01:06,BTS,Stigma,120272
2021-04-04 01:07,BTS,Stigma,3445
2021-04-04 01:10,BTS,Film out,214598
2021-04-04 01:15,BTS,Blue & Grey,254748
2021-04-04 01:18,V,Sweet Night,214107
2021-04-04 01:22,BTS,Inner Child,233022
2021-04-04 01:26,BTS,Film out,214411
2021-04-04 01:33,BTS,Stigma,215904
2021-04-04 01:36,V,Sweet Night,214235
2021-04-04 01:41,BTS,Film out,212554
2021-04-04 01:43,BTS,Film out,100156
2021-04-04 01:49,BTS,Film out,185104
2021-04-04 01:52,BTS,Life Goes On,207334
2021-04-04 01:56,BTS,Dynamite,198823
2021-04-04 01:59,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184837
2021-04-04 02:03,BTS,ON,246256
2021-04-04 02:07,BTS,Boy With Luv (feat. Halsey),229681
2021-04-04 02:11,BTS,Fly To My Room,222000
2021-04-04 02:14,BTS,Stay,204721
2021-04-04 02:19,BTS,Blue & Grey,254841
2021-04-04 02:22,BTS,Telepathy,202294
2021-04-04 02:26,BTS,Dis-ease,239510
2021-04-04 02:30,BTS,Your eyes tell,245014
2021-04-04 02:34,Agust D,Daechwita,225515
2021-04-04 02:39,BTS,MIC Drop (Steve Aoki Remix) [Full Length Edition],307607
2021-04-07 17:23,Sleeping At Last,Lullaby,118833
2021-04-07 17:26,Winona Oak,He Don't Love Me - Stripped,36786
2021-04-07 17:27,TOMORROW X TOGETHER,Our Summer - Acoustic Mix,14802
2021-04-07 17:32,IU,Lullaby,261720
2021-04-07 17:36,IU,Ending Scene,249241
2021-04-07 17:38,SEVENTEEN,Habit,69237
2021-04-07 17:42,BTS,Your eyes tell,245146
2021-04-07 17:46,BTS,Stay,204800
2021-04-07 17:47,Agust D,Moonlight,52480
2021-04-07 17:50,Agust D,Moonlight,110524
2021-04-10 01:14,BTS,Friends,29316
2021-04-10 01:20,BTS,Film out,214534
2021-04-10 01:24,BTS,Life Goes On,207237
2021-04-10 01:27,BTS,Dynamite,198865
2021-04-10 01:30,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184843
2021-04-10 01:34,BTS,ON,246128
2021-04-10 01:35,BTS,Boy With Luv (feat. Halsey),51078
2021-04-10 01:40,Emma Louise,1000 Sundowns,269366
2021-04-10 01:43,V,Sweet Night,214006
2021-04-10 01:48,BTS,Blue & Grey,254891
2021-04-10 01:52,Gabrielle Aplin,Start of Time,239787
2021-04-10 01:55,BTS,Inner Child,233211
2021-04-10 01:59,V,Sweet Night,214076
2021-04-10 02:03,BTS,Blue & Grey,254225
2021-04-10 02:07,Secret Nation,Oceans Apart,206742
2021-04-10 02:10,V,Sweet Night,214192
2021-04-10 02:15,BTS,Blue & Grey,254949
2021-04-11 05:53,Alice Kristiansen,Moon and Back,183949
2021-04-11 05:57,BTS,Inner Child,233265
2021-04-11 06:00,V,Sweet Night,214258
2021-04-11 06:04,BTS,Stigma,216063
2021-04-11 06:08,BTS,Blue & Grey,254950
2021-04-11 06:13,Cinders,Found,251316
2021-04-11 06:17,Susie Suh,Here with Me,238971
2021-04-11 06:20,BTS,Intro: Singularity,196998
2021-04-11 06:23,V,Sweet Night,214258
2021-04-11 06:27,Novo Amor,Alps,194160
2021-04-11 06:28,November Lights,Talk,101201
2021-04-12 08:56,BTS,Film out,214600
2021-04-12 09:00,BTS,Intro: Singularity,196998
2021-04-12 09:10,BTS,Blue & Grey,254950
2021-04-12 09:14,V,Sweet Night,214258
2021-04-12 09:17,BTS,Stigma,216063
2021-04-12 09:21,BTS,Inner Child,233265
2021-04-12 09:25,BTS,Dionysus - Japanese ver.,248906
2021-04-12 09:30,BTS,ON - Japanese ver.,247986
2021-04-12 09:33,V,Sweet Night,214258
2021-04-12 09:39,BTS,Crystal Snow,322333
2021-04-12 09:43,BTS,For You,285049
2021-04-12 09:47,BTS,Stigma,216063
2021-04-12 09:50,BTS,Singularity,196998
2021-04-12 09:55,BTS,Lights,292851
2021-04-12 10:01,Yoon Do Hyun,Autumn Outside The Post Office - 2014 Version,211908
2021-04-16 01:26,RADWIMPS,First view of tokyo,79785
2021-04-16 01:29,BTS,Dynamite,199042
2021-04-16 01:33,RADWIMPS,Date,245900
2021-04-16 01:37,BTS,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],205019
2021-04-16 01:41,BTS,Inner Child,233265
2021-04-16 01:45,BTS,Stigma,216063
2021-04-16 01:51,RADWIMPS,Nandemonaiya - movie ver.,344053
2021-04-16 01:55,RADWIMPS,Theme of Mitsuha,246132
2021-04-16 01:59,BTS,Blue & Grey,254910
2021-04-16 02:02,BTS,Intro: Singularity,196998
2021-04-16 02:05,RADWIMPS,Katawaredoki,170017
2021-04-16 02:08,RADWIMPS,Nandemonaiya - movie edit.,196906
2021-04-16 02:12,V,It's Definitely You,230693
2021-04-16 02:16,BTS,ON,246365
2021-04-16 02:20,BTS World,Flying (Taehyung Theme) [BTS World Original Soundtrack],216039
2021-04-16 02:24,V,Sweet Night,214258
2021-04-16 02:28,Suzy,I Love You Boy,264523
2021-04-16 02:31,BTS,Dynamite,199042
2021-04-16 02:40,RADWIMPS,Sparkle - movie ver.,537636
2021-04-16 02:44,BTS,Inner Child,233265
2021-04-16 02:48,RADWIMPS,Date,245900
2021-04-16 02:51,RADWIMPS,Dream lantern,131658
2021-04-16 02:54,BTS,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],205019
2021-04-16 02:57,RADWIMPS,Unusual changes of two,156736
2021-04-16 03:01,BTS,Blue & Grey,254950
2021-04-16 03:05,BTS,Stigma,216039
2021-04-16 03:11,RADWIMPS,Nandemonaiya - movie ver.,344053
2021-04-17 01:15,BTS,Inner Child,204000
2021-04-17 01:20,BTS,Blue & Grey,254664
2021-04-17 01:21,V,Sweet Night,26304
2021-04-17 01:24,V,Sweet Night,192271
2021-04-17 01:30,Sufjan Stevens,Chicago,364601
2021-04-17 01:34,Henry,It's You,231642
2021-04-17 01:37,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184905
2021-04-17 01:41,V,Sweet Night Instrumental,214258
2021-04-17 01:45,Cinders,Found,251316
2021-04-17 01:48,JONGHYUN,Moon,164073
2021-04-17 01:52,Susie Suh,Here with Me,238971
2021-04-17 01:59,Sufjan Stevens,Death with Dignity,239492
2021-04-17 01:59,Sleeping At Last,Lullaby,58
2021-04-18 01:44,November Lights,Talk,138371
2021-04-18 01:48,V,Sweet Night,214258
2021-04-18 01:51,Joel Adams,Please Don't Go,210559
2021-04-18 01:55,BTS,Stigma,216063
2021-04-18 01:58,BTS,Singularity,196998
2021-04-18 02:02,WILDES,Bare,242046
2021-04-18 02:07,jeremy messersmith,Ghost,269817
2021-04-18 02:10,Alice Kristiansen,Moon and Back,183949
2021-04-18 02:11,Oscar Dunbar,Spring Rain,2128
2021-04-18 02:11,Sasha Alex Sloan,Dancing With Your Ghost,3538
2021-04-18 02:11,BOL4,To My Youth,4140
2021-04-18 02:11,Novo Amor,Alps,32037
2021-04-18 02:16,Smyang Piano,I Need U,262108
2021-04-18 02:16,ALEPH,No One Told Me Why,22311
2021-04-18 02:20,BTS,Film out,214600
2021-04-18 02:25,BTS,For You,285049
2021-04-18 02:30,BTS,Crystal Snow,322333
2021-04-18 02:33,BTS,Black Swan - Japanese ver.,198760
2021-04-18 02:37,BTS,ON - Japanese ver.,247986
2021-04-18 02:42,BTS,Boy With Luv - Japanese ver.,230013
2021-04-18 02:44,Jackson Lundy,Eyes on You,157990
2021-04-18 02:48,BTS,IDOL - Japanese ver.,223191
2021-04-18 02:51,V,Sweet Night,214258
2021-04-18 02:56,BTS,Lights,292851
2021-04-18 03:00,BTS,Stigma,216063
2021-04-18 03:04,HEIZE,Can You See My Heart,225785
2021-04-18 03:08,PARK WON,all of my life,249279
2021-04-18 03:12,Bbywise,Still With You,5440
2021-04-18 03:12,RM,everythingoes,222493
2021-04-18 03:12,BLACKPINK,You Never Know,1958
2021-04-19 00:56,BTS,Blue & Grey,254950
2021-04-19 01:00,BTS,Film out,214600
2021-04-19 01:04,BTS,Inner Child,233265
2021-04-19 01:07,BTS,Intro: Singularity,196998
2021-04-19 01:10,V,Sweet Night,214258
2021-04-19 01:14,V,Sweet Night,214258
2021-04-19 01:18,BTS,Stigma,216063
2021-04-19 01:21,BTS,Mikrokosmos,224213
2021-04-19 01:25,BTS,Singularity,196998
2021-04-19 01:28,BTS,Life Goes On,207481
2021-04-19 01:33,BTS,Magic Shop,275695
2021-04-19 01:36,BTS,Fly To My Room,222242
2021-04-19 01:41,BTS,Your eyes tell,245146
2021-04-19 01:44,BTS,Stigma,216063
2021-04-19 01:48,BTS,The Truth Untold,242278
2021-04-19 01:52,V,It's Definitely You,230693
2021-04-19 01:56,BTS,Blue & Grey,254950
2021-04-19 02:00,BTS,Film out,214600
2021-04-19 02:04,BTS,Inner Child,233265
2021-04-19 02:08,BTS,Intro: Singularity,196998
2021-04-19 02:11,V,Sweet Night,214258
2021-04-19 02:15,V,Sweet Night,214258
2021-04-19 02:18,BTS,Stigma,216063
2021-04-19 02:34,The Rose,Insomnia,91616
2021-04-20 02:06,The Rose,Insomnia,2200
2021-04-20 02:06,BTS,Make It Right - Japanese ver.,19721
2021-04-20 02:09,BTS,Make It Right - Japanese ver.,205838
2021-04-20 02:13,BTS,Black Swan - Japanese ver.,198760
2021-04-20 02:16,BTS,Singularity,196998
2021-04-20 02:20,BTS,Stigma,216063
2021-04-20 02:24,BTS,Blue & Grey,254950
2021-04-20 02:27,BTS,Film out,214600
2021-04-20 02:32,BTS,Dionysus - Japanese ver.,248906
2021-04-20 02:35,BTS,Intro: Singularity,196998
2021-04-20 02:39,V,Sweet Night,214258
2021-04-20 02:42,BTS,Inner Child,233265
2021-04-20 02:46,BTS,Boy With Luv - Japanese ver.,230013
2021-04-20 02:47,V,Sweet Night,1802
2021-04-22 01:31,Sammy Davis Jr.,Birth of the Blues,272533
2021-04-22 01:36,BTS,Hold Me Tight,273992
2021-04-22 01:37,Sasha Alex Sloan,Too Sad To Cry,12101
2021-04-22 01:37,Sasha Alex Sloan,Too Sad To Cry,60113
2021-04-22 01:42,BTS,Blue & Grey,254939
2021-04-22 01:44,Sammy Davis Jr.,Once in a Lifetime,131136
2021-04-22 01:48,V,Sweet Night,214160
2021-04-22 01:49,Al Martino,Take My Heart - Remastered,88784
2021-04-22 01:53,BTS,Blue & Grey,254929
2021-04-22 01:55,Sammy Davis Jr.,Once in a Lifetime,72603
2021-04-22 01:58,BTS,Life Goes On,207435
2021-04-22 02:02,BTS,Inner Child,233115
2021-04-22 02:06,BTS,Blue & Grey,254891
2021-04-22 02:09,Dean Martin,That's Amore - Remastered,188437
2021-04-22 02:13,BTS,Intro: Singularity,196918
2021-04-22 02:15,James Smith,Just The Way You Are,156656
2021-04-22 02:20,BTS,Blue & Grey,254768
2021-04-22 02:23,V,Sweet Night,214224
2021-04-22 02:27,BTS,Inner Child,233050
2021-04-24 01:09,BTS,Blue & Grey,29446
2021-04-24 01:14,BTS,Film out,7680
2021-04-24 01:14,BTS,Film out,7915
2021-04-24 01:14,BTS,Film out,0
2021-04-24 01:14,Emma Louise,1000 Sundowns,218699
2021-04-24 01:14,Emma Louise,1000 Sundowns,3764
2021-04-24 01:14,V,Sweet Night,11035
2021-04-24 01:14,V,Sweet Night,3661
2021-04-24 01:18,BTS,Film out,208718
2021-04-24 01:18,BTS,IDOL - Japanese ver.,9493
2021-04-24 01:23,Lee Hyun,다음이 있을까,17529
2021-04-24 01:23,BTS,For You,285049
2021-04-24 01:27,BTS,Film out,214395
2021-04-24 01:32,BTS,Blue & Grey,254913
2021-04-24 01:35,V,Sweet Night,214249
2021-04-24 01:39,BTS,Inner Child,233057
2021-04-24 01:43,BTS,Film out,214496
2021-04-24 01:47,BTS,Intro: Singularity,196884
2021-04-24 01:50,BTS,Stigma,215952
2021-04-24 01:54,V,Sweet Night,214022
2021-04-24 01:58,BTS,Film out,214566
2021-04-24 02:02,BTS,Blue & Grey,254774
2021-04-24 02:06,BTS,Singularity,196779
2021-04-24 02:09,BTS,Stigma,216069
2021-04-24 02:14,BTS,Film out,214480
2021-04-24 02:18,BTS,Your eyes tell,244886
2021-04-24 02:22,BTS,Blue & Grey,254800
2021-04-24 02:26,V,Sweet Night,214086
2021-04-24 02:30,BTS,Inner Child,233030
2021-04-24 02:34,BTS,Film out,209859
2021-04-24 02:51,BTS,Intro: Singularity,196949
2021-04-24 02:55,BTS,Stigma,216064
2021-04-24 02:59,V,Sweet Night,214241
2021-04-24 03:05,BTS,Crystal Snow,322185
2021-04-24 03:08,BTS,Film out,214523
2021-04-24 03:13,BTS,Blue & Grey,254859
2021-04-24 08:07,Angel Lover,Amour perdu,6467
2021-04-24 08:07,RADWIMPS,Iron Feather,7914
2021-04-24 08:07,Sufjan Stevens,Revelation IX,190058
2021-04-24 08:12,RADWIMPS,Iron Feather,318300
2021-04-24 08:14,Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),131611
2021-05-03 01:35,BTS,Film out,248532
2021-05-03 01:39,BTS,Blue & Grey,254774
2021-05-03 01:43,V,Sweet Night,214160
2021-05-03 01:47,BTS,Inner Child,233238
2021-05-03 01:51,BTS,Film out,214443
2021-05-03 01:54,BTS,Intro: Singularity,196779
2021-05-03 01:58,BTS,Stigma,216064
2021-05-03 02:01,V,Sweet Night,214176
2021-05-03 02:06,BTS,Film out,214347
2021-05-03 02:10,BTS,Blue & Grey,254775
2021-05-03 02:13,BTS,Singularity,196825
2021-05-03 02:17,BTS,Stigma,215883
2021-05-03 02:21,BTS,Film out,214528
2021-05-03 02:25,BTS,Your eyes tell,245120
2021-05-03 02:29,BTS,Blue & Grey,254902
2021-05-03 02:33,V,Sweet Night,214011
2021-05-15 02:11,Davai,Loco,176432
2021-05-15 02:15,BTS,Inner Child,233206
2021-05-15 02:19,V,Sweet Night,214139
2021-05-15 02:23,BTS,Blue & Grey,254747
2021-05-15 02:27,SJUR,Let Me Love You (feat. Chris Crone),208656
2021-05-15 02:30,BTS,Intro: Singularity,196902
2021-05-20 01:14,BTS,Stigma,28784
2021-05-20 01:18,BTS,Inner Child,233097
2021-05-20 01:22,Joy Crookes,Don't Let Me Down - Demo,195457
2021-05-20 01:25,Faime,Save,192960
2021-05-20 01:29,BTS,Stigma,215984
2021-05-21 01:43,Tom Misch,Follow,28267
2021-05-21 01:47,BTS,Film out,214490
2021-05-21 01:50,BTS,Life Goes On,207275
2021-05-21 01:54,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],6571
2021-05-21 01:54,BTS,Dynamite,198907
2021-05-21 01:58,BTS,ON,246241
2021-05-21 02:02,BTS,Boy With Luv (feat. Halsey),229563
2021-05-21 02:06,BTS,Fly To My Room,222169
2021-05-21 02:08,BTS,Stay,122539
2021-05-21 02:12,BTS,Blue & Grey,254666
2021-05-21 08:31,BTS,Telepathy,27
2021-05-21 08:34,BTS,Butter,71723
2021-05-21 08:37,BTS,Butter,165451
